reviews,notes
"quand j'ai appris qu'un film minecraft était en préparation, je me suis vraiment demandé ""est-ce vraiment une bonne idée? ... maintenant évident: c'était une énorme erreur. certaines scènes sont drôles mais cela peut être compté sur le bout des doigts, ils essaient de faire de l'humour, mais cela ne fonctionne pas pour voir le popcorn de la maîtrise) et pour créer un buzz. et les acteurs qui ne savent rien du jeu ont fait un tel film; 10-12 ans.","2,5"
"il n'y a pas grand-chose à dire, le film fait la taffs c'est drôle quand je lfaut, le monde de minecraft est transcrit avec de bonnes références et même si le scénario est moyen, ce n'est pas l'objectif principal du film","3,0"
"becquet: 
en plus de trouver graphiquement et visuellement l'univers minecraft, le film n'honore pas les jeux vidéo. un montage douteux, un scénario raté et un humour qui sort par le nez ...","1,0"
"bête mais drôle, si vous pouvez poser votre cerveau, c'est bon mais le scénario est plein de facilité et de dérangement 3d","3,0"
"un très mauvais film ... peu importe à quel point il a de bonnes idées pour manquer systématiquement ensuite. quand il essaie de faire de l'humour, ce n'est pas drôle au mieux (les blagues incessantes sur les porcs tout au long du film pfff ...), quand il essaie de faire de la comédie musicale, c'est de ne pas exploiter (sans oublier que dans vf, il est inaudible), quand il essaie de faire des références au jeu, il est très rapidement remarqué que ce film a été fait par les gens qui ne sais même pas "" il essaie de créer un attachement à ses personnages, il lui manque et nous ne le croyons absolument pas (sans parler de la 2 femmes qui est inutile dans le film ...), quand il essaie de faire des tensions, nous ne le croyons pas. au moins, nous ne pouvons pas nier qu'ils ont la zone pour supposer ce da même si ce n'est pas très beau et ne respecte absolument pas le travail original (ce serait stupide s'il s'agit d'une adaptation de ce travail), les objets provenant du jeu ressemblent plus à des jouets en plastique qu'à de vrais outils ou à une armure (la seule fois que j'ai risqué pendant 1h 41 minutes quand nous voyons le ""steve"".","0,5"
"pour moi, le film minecraft est magnifique l'image originale. cependant, les acteurs ont un moyen de mots dans l'histoire. j'espère que minecraft 2 aura le plus extraordinaire!","2,5"
"un très bon film, humour et action !!! très bonne surprise pour ma part. un film à voir avec la famille.","5,0"
c’est un bon film. je le trouve fidèle au jeu original. j'ai reconnu des foules de jeux qui sont franchement sympas. et il y a même des endroits présents dans le jeu. j'ai bien trouvé ce film et je le trouve succès pour ma part.,"4,5"
"catastrophique du début à la fin j'aime emma myers, mais c'est honteux. j'espère qu'il choisit une bonne production même si cela signifie avoir un cachet plus petit à l'avenir que de jouer aux daubes. jack black et momoa je n'en parle pas.","0,5"
bonne interprétation du jeu avec de belles touches humoristiques de jack black.,"3,0"
"allez votre chemin si vous n'êtes pas un enfant de 3 à 5 ans. le scénario est décousu, les mauvaises images, l'antagoniste ridicule, les héros ridicules ... en bref un navet. les jeunes enfants ayant le goût des effets visuels et les actions drôles ridicules à leur âge pourront apprécier ... mais pour les autres, aucun intérêt. petit il y avait quelque chose pour faire un joli film avec cette franchise. comment un scénario et des dialogues de ce niveau auraient-ils pu émerger? ... vous devez vraiment être dans la masse pour valider cela.","0,5"
c'est tout simplement un divertissement pur. jason momoa est vraiment ringard et il le joue bien. nous avons mis son cerveau à l'entrée et nous le ramenons à la sortie. si vous voulez passer un bon moment sans vraiment connaître le jeu vidéo et sans prendre les devants.,"4,0"
"film très agréable! les blagues tout au long du film sont vraiment drôles. le film dure 1h41, c'est un film original: il y a des personnages sous la forme d'un cube! j'ai été assez surpris par le style visuel, entièrement basé sur des cubes. tout est cube! j'ai compté au moins ... 8000 (à peu près), ça m'a fait beaucoup réfléchir à un jeu vidéo, peut-être roblox? 樂 et s'il n'existe pas encore, il doit être inventé tout de suite! franchement, je ne comprends pas les critiques négatives ... vous avez juste trop la rage","5,0"
"mettez en contexte: je suis un joueur de minecraft depuis plus de 10 ans j'aime beaucoup le jeu. j'ai vu le film hier (jeudi 3 avril) j'ai rapidement regardé les opinions qui n'étaient pas aussi horribles que ça, je me suis dit ""oh pourquoi ne pas aller voir que j'aurais vraiment préféré le voir dans mon canapé, c'est un film comparable à un téléviseur tf1 momoa est tout simplement horrible que le rôle ne se passe pas du tout quand nous savons être un film historique), l'humour est trop présent et trop enfantin, j'ai vraiment eu l'impression d'obtenir un film non pas la cible, nous voulions chercher des enfants, mais en attirant les adultes qui jouent le jeu et il est manqué, il ne se gâchait pas le temps légèrement limité. meilleur.","1,0"
"il est confortable, si cela fonctionne, c'est grâce au fan des jeux, dans la vraie vie, il aurait échoué comme snow white","0,5"
"quand j'ai vu les bandes-annonces, je me suis dit ""ok, pourquoi pas"". mais j'ai eu cette impression, une impression que le film ne serait pas vraiment terrible. dans les bandes-annonces, j'ai aimé les effets qu'ils ont utilisés, mais certains jeux d'acteur semblaient bizarres, en particulier de jack black (acteur que j'aime ailleurs). quoi qu'il en soit, j'ai décidé d'aller voir le film même si cela me semblait mauvais ... je n'aurais pas dû. tout d'abord, il y a plusieurs choses qui sont bonnes dans le film, je ne ferai pas non plus les aigri. les décors sont vraiment bien fabriqués et les personnages de l'association du monde réel et du monde de minecraft réussissent. étant également fan de minecraft pendant longtemps, j'ai aimé l'hommage à la technide qu'ils ont rendue. le film s'appelle minecraft et nous attendons 45 min afin que nos héros se retrouvent dans le monde de minecraft ... 45 min ... c'est plus d'un tiers du film. ensuite, le développement des personnages est presque inexistant, presque tous ont des problèmes d'argent, je ne comprends pas l'intérêt. de plus, nous disons qu'avec un film minecraft, nous aurons mal ... de minecraft ... enfin non. le méchant est une sorcière de cochon qui vient d'une autre dimension, le bas. pas de flétrissement, pas d'ender dragon comme dans le jeu. il existe des outils qui n'existent pas dans le jeu ... en bref, trop de libertés ont été prises, je pense. alors juste le combat final,
becquet: 
 la bataille de golems et juste mal terminée, ""l'animation"" est bizarre.
le plus gros point noir du film est vraiment le script,
becquet: 
 un enfant aime le mien, il ne peut pas y aller parce qu'un vieux grincheux l'empêche. une fois adulte, il a un travail où il vend des portes, quoi ??? il mange son repas avec de la purée dedans et soudain, un éclairage ... il met ses mains dans la purée et fait une sculpture avec, une mine ... et là il veut revenir en arrière et il part, trouve un cube bleu qui ressemble à tesseract et ouvre un portail vers ""la surface"" (minecraft quoi)
. c'est l'histoire de steve, le personnage principal. je ne vais pas non plus expliquer tout le film, mais le reste du film est: trouver un autre cube pour entrer dans le monde réel 
becquet: 
parce que l'un des héros a cassé l'autre cube
 et il y a la méchante sorcière qui veut que le cube domine le monde. nos héros le trouvent puis le perdent à cause de la sorcière, il doit être récupéré blablabla. scénario très enfantin (après le film est un enfant de base) mais surtout trop facile, pas de véritable intrigue. ils essaient d'une manière ou d'une autre pour créer des tensions, mais cela crée juste des espèces de quêtes secondaires qui sont inutiles par exemple par exemple 
becquet: 
gareth qui a des problèmes d'argent demande à steve de l'amener dans une mine de diamant pour le récupérer, mais une fois là-bas, un gros cochon arrive et ils fuient. cette scène a donc été utilisée pour rien, pour les personnages et pour l'intrigue.
 il y a aussi des moments où le scénario est trop prévisible, 
becquet: 
la ""mort"" de gareth, cela montre qu'il reviendra ... et il revient.
 certains diront que c'est normal pour les enfants, mais pour un film qui avait droit à des collaborations, de nombreux pubs partout et beaucoup de bandes-annonces et de teaser sont limitées, cela aurait dû être pour tout le monde, jeune, grand et fans du jeu. en bref, je pourrais toujours continuer mais je m'arrêterai là, si vous vous demandez si le film vaut le détour ... la réponse est non, l'une des pires et du pire. hommage à la technide.","2,0"
"c'est très sympa, je ne m'attendais pas beaucoup à ce que la critique ait beaucoup de critiques mais j'ai été agréablement surpris.","3,5"
"très mauvaise adaptation, les acteurs jouent mal et le script est vraiment absent de ce filmrie ne va pas dans ce film","0,5"
"vu avec mes enfants qui ont apprécié (ils ont 6 et 10 ans). j'étais somnolent pendant un quart d'heure. jack black et jason momoa essaient d'y croire sincèrement, mais les quelques problèmes difficiles à digérer le tout. ce n'est pas le pire blockbuster du monde et a le mérite d'être un bon enfant, mais nous sommes très loin des films des années 80 auxquels le film aimerait ressembler (goonies ou ghosts).","2,5"
"le film n'est pas mauvais en termes d'effets spéciaux, même si la 3d ne la rend pas trop belle. jack black et jason momoa sauvent le manque d'une histoire pas trop bien développée par leur duo brillant et hyperactif. mais si nous devons être réalistes, il est assez clair que le film ne soit pas là pour impressionner mais pour nous faire passer un bon moment.","2,5"
"franchement, c'est génial pour les enfants pas d'armes à feu sans sang franchement pour les enfants et cela représente le jeu","5,0"
"honnêtement, je vais juste voir le film pour les blagues. les effets spéciaux que je ne sais pas dire, l'histoire ne m'a pas vraiment intéressé, mais pas si terrible.","2,5"
"je ne peux pas concevoir que ce film peut être apprécié. en tant que grand fan comme beaucoup de jeu, je ne pouvais pas manquer le film malgré sa bande-annonce qui n'a rien fourni de bien ... ce film a réalisé l'exploit de me demander ce que je faisais là-bas dès les 5 premières minutes car son scénario est catastrophique. les blagues sont lourdes, les références au jeu abusé jusqu'à ce qu'elle soit authentique, les personnages absolument pas attachants, et la goutte d'eau: la liberté prise sur l'univers avec des éléments qui ne sont absolument pas comme les bottes de vitesse ou la capacité des endermans à hypnotiser la cible. il n'y a pas de liberté à prendre. une adaptation est faite pour être fidèle, les libertés prises en font le plus que le réalisateur ne connaît minecraft que le nom et voulait simplement naviguer sur le succès du jeu, ce qui explique également pourquoi le scénario est très bâclé. je ne peux que recommander que vous suivez votre chemin, je n'ai sans aucun doute jamais regretté autant et que j'ai été frustré de voir un film que celui-ci, car son potentiel était génial mais noyé par des producteurs désireux d'argent.","0,5"
"l'histoire est stupide, mais heureusement pas importante. les personnages sont plutôt agréables et amusants. si votre enfant vous encourage à voir ce film, vous n'aurez pas un très mauvais moment.","3,0"
"nous avons passé un bon moment (28 ans) devant minecraft, le film. l'animation est bien faite et fidèle au jeu. je pense que ce film est principalement destiné aux joueurs, car les références sont introduites sans expliquer le contexte. nous ne regrettons pas d'y être allé sans avoir vu les opinions. ce film ne fera sûrement pas de l'histoire, mais nous a rappelé qu'une dose de nostalgie ne fait jamais de mal ...","3,5"
"ce film ne doit pas être pris au sérieux. j'ai vraiment aimé le film. les références étaient toutes bien placées 
becquet: 
(y compris un avec techoblade, un joueur célèbre aujourd'hui manquant)
 il
becquet: 
 
vous devez prendre ce film au deuxième degré","5,0"
"le film minecraft est un véritable succès qui capture parfaitement l'esprit du jeu. voir l'univers prendre vie sur grand écran m'a instantanément rendu nostalgique de mes innombrables heures passées à la mienne, construisez et explorez avec mes amis. c'est un voyage touchant et d'aventure qui ravivera la flamme de tous ceux qui ont une journée de blocage! un film fidèle et divertissant.","4,0"
"très bon film familial les enfants ont adoré. nous ne nous ennuyons pas pendant une seconde, les effets spéciaux sont cool, très bon casting jason momoa et jack black sont excellents, le seul point faible est que le début et l'introduction au monde de minecraft ne sont pas suffisamment exploités et cela va trop vite.","4,5"
"si je mets ma connaissance infinie du jeu secondaire, je pense que c'est un bon film, pour les enfants, bien sûr, mais bon quand même. maintenant, si je vois ce film avec l'œil du joueur que je suis, c'est un mauvais film, avec beaucoup de faux raccords, un vrai joueur les remarquera à première vue. je voudrais ajouter que j'ai adoré la référence à la légende de la technide youtube est malheureusement décédée à ce jour. je tiens également à féliciter toutes les personnes qui y ont travaillé parce que ce n'était probablement pas facile, la 3d était incroyable, j'ai vraiment aimé.","2,5"
"histoire classique de la vue et révisée. l'univers est vraiment bon, mais les blagues sont très lourdes tout au long du film et les ""méchants"" signifient que la crédibilité de l'histoire prend un coup","2,5"
"c'est dommage que le film soit si mauvais, l'histoire aurait pu être meilleure avec un autre scénario","2,5"
minecraft est surtout un film amusant et inémis. l'objectif est surtout de ne pas prendre les devants et de passer un bon moment devant cette histoire complètement farfelue. c'est loin d'être un chef-d'œuvre mais c'est cool et c'est ce que nous attendons de ce film.,"3,5"
"alors, je suis allé voir ce film pour mes deux enfants en dix ans. ils sont un fan du jeu quand je déteste ça. et bien, j'ai trouvé que c'était une bonne surprise. bien sûr, le scénario n'est pas digne d'un oscar. mais nous ne nous soucions pas un peu quand nous verrons ce genre de film. nous nous attendons à un service de fans et nous l'avons. les artistes jouent soigneusement le ridicule et ce champignon. et puis fondamentalement, mes enfants ont aimé que ce soit l'essentiel.","4,0"
"film original intéressant, il parle de l'espace de temps, avec des acteurs internationaux et qui jouent bien","4,0"
"film pour enfants, une mention des jeux mais les jeux des acteurs sont mauvais, avec des sets pas ouf","2,0"
"incroyable, très intéressant pour les connaisseurs et les joueurs de cinéma. j'espère avoir une suite","5,0"
"bon bah ... pour une fois, je suis régulièrement d'accord avec les plans. malgré l'immense respect que j'ai pour jack black ... mais que faites-vous dans ce gars ?? j'ai grandi avec le jeu que j'apprécie vraiment, mais le cgi l'a fait mal. une pléthore de blagues toutes boueuses les unes que les autres. ce n'était presque rien à économiser, mais nous nous y attendions, un film pour les petits enfants innocents, mais une épreuve anonyme pour les gens qui l'accompagnent.","1,0"
"j'attendais ce film depuis les rumeurs qui ont commencé en 2018. je suis très déçu. minecraft était un jeu qui accompagnait des millions de jeunes enfants et adolescents dans le monde, nous méritons mieux. j'aurais préféré un film d'animation avec une histoire moins linéaire. voici le scénario que j'aurais apporté: ce serait celui d'un steve éduqué par les villageois, se sentant très seul, qui décide de commencer une survie très difficile pour rejoindre un serveur légendaire (donc peut-être inexistant) avec beaucoup de gens comme lui. en fin de compte, nous avons tous commencé dans la survie, puis nous nous sommes retrouvés dans des serveurs communautaires","1,0"
"je trouve personnellement que le film n'est pas si mal. je suis d'accord que ce n'est pas parfait. il y a beaucoup de détails à comparer au jeu, tels que: l'aspect créatif et le sentiment d'exploration et de liberté, la mention des autres biomes de la surface ou du nether ou même de l'ender ou d'autres détails dans le genre. la 3d est passable, le film va un peu trop vite et n'a pas de morale. j'avoue également que le personnage de dawn n'a pas un peu d'utilisation car nous ne connaissons pas ses antécédents, elle est là pour être là. je suis gêné par les scènes avec le villageois et le réalisateur qui m'a fait lâcher les rires nerveux en raison de leur relation. le combat final entre steve et les autres contre malgosha et son armée de porclins n'est pas très percutant comme je l'imaginais. il est presque au même niveau que avengers: endgame même à petit budget (et pourtant le combat final dans avengers: endgame était plus spectre). et puis l'hommage à la technide m'a laissé indifférent. enfin de toute façon, je vois que le film essaie de toucher la communauté des jeux, mais soudain je pense sincèrement que le film touche plus un jeune public plutôt qu'un public adulte personnel, j'ai trouvé le film assez gentil, je vois ce qu'il voulait nous monter, mais il ne l'a pas eu autant. 
becquet: 
une chose est sûre, c'est que le film est encore un peu mieux que blanche-neige.","3,0"
"plusieurs moments amusants, l'univers est à moitié respect, et non asservi, film de but: fortnite, roblox, blox fruit et rock league 
becquet: 
je ris bien sûr","2,5"
"coloré, rafraîchissant, j'ai fait un retour au passé, au moment où les enfants jusqu'à mon adolescence, j'ai joué à minecraft, et j'avais des papillons dans le ventre. très adapté, fidèle au jeu, nous trouvons toutes nos références préférées, condensées dans une histoire prise pour créer l'histoire de steve, ce protagoniste si célèbre et si inconnu en même temps, avec de grands acteurs. l'ensemble du scénario reste cohérent de a à z. dans la salle, le public a ri, jeune et vieux, et le film a droit à une salve d'applaudissements pendant les crédits. grandiose! l'âme de mon enfant était remplie de bonheur et de nostalgie ❤️","5,0"
"films pour la famille. drôle certainement, et très stupide de l'autre côté. pour les fannes du jeu vidéo, ce ne sera pas le meilleur moment de leur vie. mais ce qui soulève des références qui sont drôles et folles en même temps.","2,0"
"je trouve les critiques un peu difficiles pour ce film. ce n'est pas un film qui prétend faire la lumière sur notre société. c'est un divertissement et il fait le travail, j'ai bien ri. bien que l'histoire soit apportée par la boxe et avec de grands fils, mais il s'agit de se concentrer sur l'aventure elle-même. pour le côté puriste de minecraft, j'étais avec mon spécialiste de la maison, mon fils qui a trouvé des problèmes en termes de choses comme des explosions, mais il a divisé la poire.","3,5"
"film assez banal, rien d'exceptionnel en termes de script, mais il se semble quand même facile.","2,5"
"passionné par les jeux vidéo, j'ai trouvé le film extrêmement décevant. ils parviennent à mettre dans le film plein de choses qu'il n'y a pas dans le jeu. le jeu est tellement drôle qu'il est mauvais, les acteurs sont humiliés par leurs tenues et leurs répliques. les graphiques ne ressemble en rien à ceux du jeu original. en bref, ce film était décevant (vous deviez vous y attendre en vue de la bande-annonce).","0,5"
"j'ai d'abord été averti des premiers commentaires des critiques sur le film. puis je suis allé le voir avec 3 amis. nous avons passé un bon moment. aller voir ce film en mode au premier degré, c'est ne pas avoir vu votre bande-annonce. se plaindre des choses qui ne sont pas dans le jeu, par exemple sur les golems, c'est ne pas laisser l'esprit fou du film s'exprimer, et jouer à des personnes âgées sachant quand les nouvelles générations ne connaîtront pas le minecraft que nous avons connu en 2010. je vous le recommande comme un film pour voir avec la famille pour bien rire.","5,0"
"le film n'est pas mauvais mais pas extraordinaire, bon moment de blague. l'histoire est un peu tirée par la tête","2,5"
"c'est un bon film drôle avec de bons acteurs, mais j'ai été déçu du manque de respect pour les jeux initiaux.","3,0"
"le film était presque parfait ... entre les beaux sets, les chansons, les références, tout le monde a un moment s'est retrouvé pour faire un mouvement, un bâtiment, un article qu'il avait déjà fait à l'écran ... c'est la nostalgie qui a parlé, il a retracé notre enfance en commençant par une maison de terre, puis avec une ferme de crèpe, une petite maison dans un village pnj et se terminant par un boss complet. magnifiquement représenté avec de belles couleurs rouges accentuées par les effets des braises représentant la chaleur ... au niveau des personnages, nous y trouvons l'humour, le sérieux, l'action et les effets des surprises (nous avons tous été surpris lors de notre première perle d'eder perle) un miroir reflétant notre histoire passée sur minecraft ... le 0.5 que je prends le film de la note, qui est normal.","4,5"
waw quelle gifle je sors de la projection et qu'elle maîtrise ce film. les références aux jeux sont super bien apportées par les acteurs que les acteurs sont parfaits et ne parlons pas des jeux d'acteur qui détrônent simplement la plupart des grands acteurs comme di caprio ou niro. le visuel est fou. je pense honnêtement que ce film est le film à voir en 2025 et qu'il peut facilement surmonter la plupart des films de tarantino ou nolan!,"5,0"
"la première demi-heure est plutôt amicale, mais le reste se tourne rapidement en rond. heureusement, ce n'est pas trop long.","2,0"
"j'ai aimé le film personnellement, même si certains effets n'étaient pas incroyables et qu'il y avait des défauts. soit dit en passant, la référence à la technide m'a fait sourire et je ne pense pas que je suis le seul.  (la légende ne meurt jamais ..)","3,5"
"assez surpris, je m'attendais à une adaptation ratée mais au final, le film reste assez drôle et divertissant c'est ce que j'ai demandé un film comme celui-ci","3,5"
"les graphiques ""réalistes"" réussissent. mais j'ai peur que le prod ait oublié le scénario à la maison. il y avait du potentiel mais il n'a pas été saisi.","1,5"
"c'était zéro. indiquer. je n'aimais tout simplement pas (la seule chose cool était la référence à la technide), sinon cela ressemble vraiment à brainrot. j'avais mal à la tête à la fin de la session à cause de toutes ces misérables ""chansons"" ... j'ai vraiment pris un doliprane quand je suis rentré chez moi pour aider ...","0,5"
"au-delà d'être plutôt laid, c'est le scénario de vide absolu et la caractérisation des personnages. de plus, jennifer coolidge, l'un des seuls points positifs du film, seulement trois scènes pauvres de à peine une minute.","1,0"
"mes filles, nous avons adoré ce film. je l'ai bien trouvé. pas trop long ou trop court. ça fait une petite sortie en famille","4,0"
"je suis conscient que je ne suis pas le public cible et avant d'aller le voir, j'ai défendu le film pour ce point qui est essentiel pour prendre en compte: ce n'est pas un film pour adultes. cependant, je dois admettre que même pour un enfant, ce n'est pas un film que je recommande d'aller au cinéma. s'il sort sur netflix, pourquoi pas, mais au cinéma et dépenser de l'argent pour la place du film, non merci. je regrette les 25 € que j'ai dépensés un peu ...","1,0"
"ce film est un désastre. les graphismes sont certainement magnifiques, mais aujourd'hui, ce n'est plus suffisant. steve passe vingt minutes du film pour expliquer au public la mécanique du jeu. tous les gags, toutes les intrigues, toutes les situations sont prévisibles sur des kilomètres. les clichés et les lourds gags de tout le cinéma sont unis dans cet horrible film. le monde de minecraft est, comme le dit steve, ""infinite, sans limite"", qui aurait dû donner un film digne des attentes de la communauté.","1,0"
un scénario trivial mais en prenant pour des joueurs qui seront heureux de trouver des références tournées dans la comédie,"3,5"
"j'y suis allé donc tu n'as pas à y aller. ce n'est pas un bon film. l'histoire active et les jeux sont vraiment terribles. en point positif: c'est presque joli, il y a 2/3 blagues cool (parfois nous rions plus de personnages qu'avec ...) et le message final est plaqué mais cool. ce n'est pas une purge, mais vraiment je ne le recommande pas.","2,0"
"en tant que fan de minecraft pendant de nombreuses années, avoir un film basé sur ce jeu vidéo de phénomène m'avait ravi. je suis allé le voir avec plus de curiosité qu'autre chose. il est vrai que je m'attendais bien plus que ce qui a été proposé, le film dans l'ensemble est plutôt bien fait au niveau 3d, mais sinon il est très enfantin et le scénario est lent. 
becquet: 
une histoire entière pendant une heure pour juste un cube bleu, c'est très agréable pendant 5 minutes, mais c'est un peu long à mon avis, même s'il y avait 2-3 scènes un peu drôles, mais rien de plus. 

becquet: 
j'aurais adoré voir l'ender avec son dragon emblématique, mais être ... la mention d'alex et de la technide youtuber était franchement bien malgré tout, mais sinon rien d'autre d'intéressant à ajouter. 
 beaucoup de choses inventées qui n'existent pas dans le jeu original, c'est un peu dérangeant mais bon ... si nous ignorons que c'est toujours un film que nous pouvons regarder pour passer un bon moment sans prendre les devants car il est extrêmement enfantin, mais il est vrai que lorsque vous auriez été beaucoup mieux. court. fondamentalement, pour aller voir son opinion, je le recommande surtout si vous êtes fan, mais que vous devez simplement garder à l'esprit que ce n'est pas du tout un film sérieux.","3,0"
l'ancienne formule du film qui veut être drôle et qui essaie autant que possible pour divertir les spectateurs sans vraiment réussir. c'est une version de jumanji minecraft.,"1,5"
"""minecraft, le film"" est un film que vous devez aller voir silencieuse, je viens de sortir du cinéma et ça m'aime plutôt. le fait que cette séquence ait été en direct ne me dérangeait pas, mais au contraire, j'ai constaté qu'il avait changé par rapport à l'animation qui peut être trouvée sur internet par les fans. fan que je suis, en outre, le jeu cube, ayant joué des dizaines et des dizaines d'heures à minecraft. l'humour du film était parfois fade, parfois vraiment bon, surtout avec le duo jack black et jason momoa qui pouvaient me faire rire pendant la projection. l'histoire, quant à elle, est complètement fondu par la lave de steve, car pas de surprise ni de saveur pour la narration ici. à mon avis, ""un film minecraft"" n'était ni zéro ni incroyable, mais il découvrira probablement ce jeu, qui est minecraft, à un enfant qui à son tour peut créer sa surface.","3,0"
"en tant que parent, j'ai perdu à shifoumi et j'ai donc accompagné mon fils, un fan du jeu, voir minecraft. et franchement, je ne l'ai pas regretté parce que mon fils a passé un bon moment ... et moi aussi. alors pourquoi je ne crache pas ce film comme la plupart des autres commentateurs? je vous explique pourquoi: minecraft est un film de divertissement avec 2 acteurs de ""tronches"" pseudo-comiques dans un univers de jeu de briques connu, accompagné de 2 adolescents lambda, 1 loup cube et 1 acolyte ethnique pour éviter la colère des `` minorités ''. en termes absolus, c'est une voie simple d'un plateau hyper basique et totalement formaté dont l'intrigue secondaire est celle d'un adolescent rejeté qui devient le héros du jeu grâce à ses talents. l'intrigue principale? eh bien, il n'y a pas vraiment, ou plutôt le film dans l'intrigue du jeu. techniquement, l'univers cubique est plutôt bien fait. des moutons roses aux mauvais porcs en passant par les villages, les grottes et autres endroits fabriqués, minecraft respire un changement de paysage. et étant donné la nouvelle loin d'être joyeuse ces moments, de s'enfuir dans un monde coloré, de s'aventurer l'épée à la main et de changer vos idées, ce n'est pas ce que la plupart des joueurs recherchent, non? je pense donc que c'est pourquoi minecraft a un succès si populaire, malgré la critique de fond des bols. minecraft suppose que son rôle de divertissement simple sans mal de tête, n'apparaît pas sur cette injustice ni cette injustice, ne lance aucun débat métaphysique sur l'état de l'être numérique. les gags sont là à raz les palerettes, avec des situations pathétiques, des résolutions wtf, c'est vrai! mais il y a aussi cette petite étincelle de génie qui brille en arrière-plan, cette lueur avec l'odeur d'irrévérence qui est généralement cachée avec beaucoup de parfums neutralisants dans les films. fondamentalement, à minecraft, les méchants sont drôles, les gentils sont stupides et le monde voyagé est plein de zombies ou de villageois. ah et nous mangeons du poulet! il y a aussi des allusions bien placées aux classiques comme jumanji, la bataille du gouffre de helm of the lord of the rings et indiana jones (grand moment de momoa, c'est hilarant). alors que mon fils était agité devant chaque action de stève et de ses amis, et je riais de la non-sens de momoa et du noir et me demandant quelle est la fumée d'une cuisse de poulet au four et sans slogan coupable. ce film a vraiment une touche dans les années 80, celui d'un temps ou du zaz (zucker abrams zucker) et john hugues régnaient comme maître de l'humour de potache. c'est pourquoi j'ai aimé ce film: parce que au-delà des aventures simples de 2 acteurs que nous soupçonnons ingérable, j'ai souri et mon fils a beaucoup ri et il est sorti de la session heureuse en disant: ""10 sur 10"". je suis loin d'être un fan de jack black. le rôle de sa vie est de survivre en faisant croire qu'il est comique et il semble qu'il soit en cours d'âme d'ailleurs. je ne l'ai vu que 1 ne jouant qu'un vrai rôle de composition presque honnête, c'est dans ""the holiday"" avec kate winslet et cameron diaz. quant à jason momoa, de la série north shore, il a perdu son authenticité. il se déroule toujours dans le 1er aquaman (pas le second), mais depuis lors, il semble être la caste uniquement en tant que hawaïen ingérable en service. j'ajouterais que j'ai vu le film en 3d avec 4dx (sièges qui bougent et effets physiques) et je ne le recommande pas car ce film, à l'exception d'une courte séquence de vol, n'a pas de scènes adaptées à ce type d'effets physiques. tout ce qu'ils ont trouvé, c'est de nous balancer complètement les chocs à chaque combat. et il y a aussi des gouttes d'eau dans le visage lorsque le chien de loup denis lèche le visage de stève.","3,0"
"visuellement, le film a du mal à convaincre, avec des effets spéciaux rappelant les productions à faible budget. encore plus décevant, il semble rater l'essence créative du jeu, offrant une approche sans imagination lorsque son sujet central est le développement par la créativité. l'histoire, orientée vers un très jeune public, offre une histoire simple et parfois déroutante. la structure narrative manque de fluidité. bien que ce film que je n'aime pas personnellement, il pourrait potentiellement divertir un jeune public.","0,5"
"personnellement, j'ai adoré c'est un peu comme jumanji les sets sont fantastiques, je trouve aussi que les animaux sont très bien faits ","5,0"
"je ne sais pas quoi dire, sinon ce fut un enfer de nanar! je ne suis pas du tout fan de minecraft mais je m'attendais à au moins un film minimum divertissant, mais je n'ai pas ressenti une seule once d'amusement tout au long du film: il est zéro, il n'était pas intéressant, les personnages sont vides, l'univers n'a aucun sens, l'intrigue n'a ni que la queue ni la tête! jeux vidéo que je n'ai jamais vus!","1,0"
